match_id,event_description
54167,"Blue team jungler has selected Lee Sin. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54167,"Blue team mid laner has selected Corki. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54167,"Blue team ad carry has selected Lucian. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54167,"Blue team support has selected Milio. Over the last 6 months, he has played 1 matches with this champion, having a KDA of 3.0 and a win rate of 1.0."
54167,"Red team top laner has selected Aatrox. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54167,"Red team jungler has selected Xin Zhao. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54167,"Red team mid laner has selected Orianna. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54167,"Red team ad carry has selected Seraphine. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54167,"Red team support has selected Senna. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0 and a win rate of 0."
54167,Event 1: Blue team got voidgrub happened at minute 5.
54167,Event 2: Blue team got voidgrub happened at minute 5.
54167,Event 3: Blue team got voidgrub happened at minute 5.
54167,Event 4: Red team got dragon happened at minute 6.
54167,Event 5: Blue team got first blood happened at minute 8.
54167,Event 6: Blue team got voidgrub happened at minute 9.
54167,Event 7: Blue team got voidgrub happened at minute 10.
54167,Event 8: Blue team got voidgrub happened at minute 10.
54167,Event 9: Red team got a tower plate happened at minute 10.
54167,Event 10: Blue team got dragon happened at minute 11.
54167,Event 11: Red team got a tower plate happened at minute 13.
54167,Event 12: Blue team got a tower plate happened at minute 13.
54167,Event 13: Blue team got a tower plate happened at minute 13.
54167,Event 14: Red team got herald happened at minute 14.
54167,Event 15: Blue team killed an enemy happened at minute 15.
54167,Event 16: Red team killed an enemy happened at minute 15.
54167,Event 17: Red team killed an enemy happened at minute 15.
54167,Event 18: Blue team killed an enemy happened at minute 17.
54167,Event 19: Red team killed an enemy happened at minute 17.
54167,Event 20: Red team got dragon happened at minute 17.
54167,Event 21: Red team destroyed the first top tower happened at minute 19.
54167,Event 22: Red team destroyed the first mid tower happened at minute 19.
54167,Event 23: Blue team killed an enemy happened at minute 19.
54167,Event 24: Blue team destroyed the first bot tower happened at minute 21.
54167,Event 25: Blue team killed an enemy happened at minute 23.
54167,Event 26: Red team killed an enemy happened at minute 23.
54167,Event 27: Blue team got dragon happened at minute 23.
54167,Event 28: Blue team killed an enemy happened at minute 23.
54167,Event 29: Blue team killed an enemy happened at minute 23.
54167,Event 30: Blue team killed an enemy happened at minute 23.
54167,Event 31: Red team killed an enemy happened at minute 23.
54167,Event 32: Blue team killed an enemy happened at minute 23.
54167,Event 33: Blue team destroyed the first mid tower happened at minute 23.
54167,Event 34: Blue team killed an enemy happened at minute 24.
54167,Event 35: Blue team killed an enemy happened at minute 25.
54167,Event 36: Red team killed an enemy happened at minute 25.
54167,Event 37: Red team got Baron happened at minute 26.
54167,Event 38: Blue team killed an enemy happened at minute 26.
54167,Event 39: Blue team destroyed the first top tower happened at minute 27.
54167,Event 40: Red team destroyed the first bot tower happened at minute 27.
54167,Event 41: Red team destroyed the second mid tower happened at minute 28.
54167,Event 42: Blue team got dragon happened at minute 28.
54167,Event 43: Blue team killed an enemy happened at minute 29.
54167,Event 44: Blue team killed an enemy happened at minute 29.0.
54167,Event 45: Blue team killed an enemy happened at minute 29.0.
54167,Event 46: Blue team killed an enemy happened at minute 33.0.
54167,Event 47: Blue team killed an enemy happened at minute 33.0.
54167,Event 48: Blue team killed an enemy happened at minute 33.0.
54167,Event 49: Blue team got Baron happened at minute 33.0.
54167,Event 50: Blue team got dragon happened at minute 34.0.
54167,Event 51: Blue team destroyed the second mid tower happened at minute 34.0.
54167,Event 52: Blue team destroyed the third mid tower happened at minute 35.0.
54167,Event 53: Blue team destroyed the mid inhibitor happened at minute 35.0.
54167,Event 54: Blue team killed an enemy happened at minute 35.0.
54167,Event 55: Blue team destroyed the second bot tower happened at minute 35.0.
54167,Event 56: Blue team destroyed the third bot tower happened at minute 36.0.
54167,Event 57: Blue team destroyed the bot inhibitor happened at minute 36.0.
54167,Event 58: Blue team destroyed a Nexus tower happened at minute 36.0.
54167,Event 59: Blue team destroyed a Nexus tower happened at minute 36.0.
54167,Event 60: Blue team killed an enemy happened at minute 36.0.
54167,Event 61: Blue team killed an enemy happened at minute 36.0.
54167,Event 62: Blue team killed an enemy happened at minute 36.0.
54167,Event 63: Blue team killed an enemy happened at minute 36.0.
54167,Event 64: Blue team destroyed the Nexus happened at minute 36.0.
53721,"Blue team top laner has selected Aatrox. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
53721,"Blue team jungler has selected Maokai. Over the last 6 months, he has played 4 matches with this champion, having a KDA of 11.6 and a win rate of 0.5."
53721,"Blue team mid laner has selected Hwei. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
53721,"Blue team ad carry has selected Xayah. Over the last 6 months, he has played 1 matches with this champion, having a KDA of 1.5 and a win rate of 1.0."
53721,"Blue team support has selected Rakan. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
53721,"Red team top laner has selected K'Sante. Over the last 6 months, he has played 3 matches with this champion, having a KDA of 4.71 and a win rate of 1.0."
53721,"Red team jungler has selected Zac. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
53721,"Red team mid laner has selected Taliyah. Over the last 6 months, he has played 1 matches with this champion, having a KDA of 9.0 and a win rate of 1.0."
53721,"Red team ad carry has selected Smolder. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
53721,"Red team support has selected Tahm Kench. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0 and a win rate of 0."
53721,Event 1: Blue team got first blood happened at minute 3.
53721,Event 2: Red team killed an enemy happened at minute 3.
53721,Event 3: Blue team killed an enemy happened at minute 3.
53721,Event 4: Blue team killed an enemy happened at minute 5.
53721,Event 5: Blue team killed an enemy happened at minute 5.
53721,Event 6: Blue team got a tower plate happened at minute 5.
53721,Event 7: Blue team got a tower plate happened at minute 5.
53721,Event 8: Red team got voidgrub happened at minute 5.
53721,Event 9: Red team got voidgrub happened at minute 6.
53721,Event 10: Red team got voidgrub happened at minute 6.
53721,Event 11: Blue team got dragon happened at minute 6.
53721,Event 12: Red team got a tower plate happened at minute 7.
53721,Event 13: Red team got a tower plate happened at minute 7.
53721,Event 14: Blue team killed an enemy happened at minute 8.
53721,Event 15: Blue team got a tower plate happened at minute 8.
53721,Event 16: Blue team killed an enemy happened at minute 8.
53721,Event 17: Blue team got a tower plate happened at minute 8.
53721,Event 18: Blue team got a tower plate happened at minute 9.
53721,Event 19: Red team killed an enemy happened at minute 9.
53721,Event 20: Blue team got voidgrub happened at minute 10.
53721,Event 21: Blue team got voidgrub happened at minute 10.
53721,Event 22: Blue team got voidgrub happened at minute 10.
53721,Event 23: Red team got a tower plate happened at minute 10.
53721,Event 24: Blue team got dragon happened at minute 11.
53721,Event 25: Blue team killed an enemy happened at minute 13.
53721,Event 26: Red team killed an enemy happened at minute 13.
53721,Event 27: Red team got a tower plate happened at minute 13.
53721,Event 28: Blue team got a tower plate happened at minute 13.
53721,Event 29: Blue team got herald happened at minute 14.
53721,Event 30: Red team destroyed the first bot tower happened at minute 14.
53721,Event 31: Blue team destroyed the first top tower happened at minute 15.
53721,Event 32: Blue team destroyed the first bot tower happened at minute 15.
53721,Event 33: Red team destroyed the first top tower happened at minute 17.
53721,Event 34: Blue team got dragon happened at minute 17.
53721,Event 35: Blue team killed an enemy happened at minute 20.
53721,Event 36: Red team killed an enemy happened at minute 20.
53721,Event 37: Blue team killed an enemy happened at minute 20.
53721,Event 38: Blue team killed an enemy happened at minute 20.
53721,Event 39: Red team killed an enemy happened at minute 20.
53721,Event 40: Red team killed an enemy happened at minute 20.
53721,Event 41: Red team killed an enemy happened at minute 20.
53721,Event 42: Blue team killed an enemy happened at minute 22.
53721,Event 43: Blue team killed an enemy happened at minute 22.
53721,Event 44: Blue team killed an enemy happened at minute 22.0.
53721,Event 45: Red team destroyed the first mid tower happened at minute 22.0.
53721,Event 46: Blue team got Baron happened at minute 22.0.
53721,Event 47: Red team got dragon happened at minute 22.0.
53721,Event 48: Blue team destroyed the first mid tower happened at minute 23.0.
53721,Event 49: Blue team destroyed the second mid tower happened at minute 24.0.
53721,Event 50: Blue team destroyed the second bot tower happened at minute 24.0.
53721,Event 51: Blue team destroyed the second top tower happened at minute 25.0.
53721,Event 52: Red team killed an enemy happened at minute 26.0.
53721,Event 53: Blue team got dragon happened at minute 27.0.
53721,Event 54: Red team killed an enemy happened at minute 28.0.
53721,Event 55: Blue team killed an enemy happened at minute 29.0.
53721,Event 56: Blue team killed an enemy happened at minute 29.0.
53721,Event 57: Red team killed an enemy happened at minute 29.0.
53721,Event 58: Blue team killed an enemy happened at minute 29.0.
53721,Event 59: Blue team killed an enemy happened at minute 29.0.
53721,Event 60: Red team killed an enemy happened at minute 29.0.
53721,Event 61: Blue team killed an enemy happened at minute 29.0.
53721,Event 62: Blue team destroyed the third mid tower happened at minute 29.0.
53721,Event 63: Blue team destroyed the mid inhibitor happened at minute 29.0.
53721,Event 64: Blue team killed an enemy happened at minute 31.0.
53721,Event 65: Blue team killed an enemy happened at minute 31.0.
53721,Event 66: Blue team killed an enemy happened at minute 31.0.
53721,Event 67: Blue team killed an enemy happened at minute 31.0.
53721,Event 68: Blue team killed an enemy happened at minute 31.0.
53721,Event 69: Blue team destroyed a Nexus tower happened at minute 32.0.
53721,Event 70: Blue team destroyed a Nexus tower happened at minute 32.0.
53721,Event 71: Blue team destroyed the Nexus happened at minute 32.0.
54045,"Blue team top laner has selected Aatrox. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54045,"Blue team jungler has selected Rell. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54045,"Blue team mid laner has selected Orianna. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54045,"Blue team ad carry has selected Xayah. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54045,"Blue team support has selected Rakan. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54045,"Red team top laner has selected K'Sante. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54045,"Red team jungler has selected Nocturne. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54045,"Red team mid laner has selected Azir. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54045,"Red team ad carry has selected Varus. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0.0 and a win rate of 0.0."
54045,"Red team support has selected Nautilus. Over the last 6 months, he has played 0 matches with this champion, having a KDA of 0 and a win rate of 0."
54045,Event 1: Blue team got voidgrub happened at minute 5.
54045,Event 2: Blue team got voidgrub happened at minute 5.
54045,Event 3: Blue team got voidgrub happened at minute 5.
54045,Event 4: Blue team got dragon happened at minute 6.
54045,Event 5: Blue team got first blood happened at minute 7.
54045,Event 6: Blue team got a tower plate happened at minute 8.
54045,Event 7: Red team got a tower plate happened at minute 9.
54045,Event 8: Red team killed an enemy happened at minute 9.
54045,Event 9: Red team got a tower plate happened at minute 9.
54045,Event 10: Blue team got a tower plate happened at minute 9.
54045,Event 11: Red team got voidgrub happened at minute 10.
54045,Event 12: Red team got voidgrub happened at minute 10.
54045,Event 13: Blue team got a tower plate happened at minute 10.
54045,Event 14: Red team got a tower plate happened at minute 10.
54045,Event 15: Blue team got voidgrub happened at minute 10.
54045,Event 16: Red team got a tower plate happened at minute 12.
54045,Event 17: Blue team got dragon happened at minute 12.
54045,Event 18: Blue team got a tower plate happened at minute 13.
54045,Event 19: Blue team got a tower plate happened at minute 13.
54045,Event 20: Blue team killed an enemy happened at minute 14.
54045,Event 21: Blue team killed an enemy happened at minute 14.
54045,Event 22: Blue team killed an enemy happened at minute 14.
54045,Event 23: Blue team got herald happened at minute 14.
54045,Event 24: Red team destroyed the first top tower happened at minute 15.
54045,Event 25: Blue team destroyed the first mid tower happened at minute 17.
54045,Event 26: Red team got dragon happened at minute 17.
54045,Event 27: Blue team destroyed the second mid tower happened at minute 18.
54045,Event 28: Red team destroyed the first bot tower happened at minute 18.
54045,Event 29: Blue team killed an enemy happened at minute 20.
54045,Event 30: Blue team killed an enemy happened at minute 20.
54045,Event 31: Blue team got Baron happened at minute 21.
54045,Event 32: Blue team killed an enemy happened at minute 21.
54045,Event 33: Blue team killed an enemy happened at minute 21.
54045,Event 34: Blue team destroyed the first bot tower happened at minute 22.
54045,Event 35: Blue team destroyed the third mid tower happened at minute 22.
54045,Event 36: Blue team destroyed the mid inhibitor happened at minute 22.
54045,Event 37: Red team killed an enemy happened at minute 23.
54045,Event 38: Blue team got dragon happened at minute 24.
54045,Event 39: Red team killed an enemy happened at minute 25.
54045,Event 40: Blue team killed an enemy happened at minute 25.
54045,Event 41: Red team killed an enemy happened at minute 26.
54045,Event 42: Red team killed an enemy happened at minute 26.
54045,Event 43: Blue team destroyed the second bot tower happened at minute 26.
54045,Event 44: Blue team destroyed the first top tower happened at minute 26.0.
54045,Event 45: Red team destroyed the second top tower happened at minute 28.0.
54045,Event 46: Red team got dragon happened at minute 29.0.
54045,Event 47: Red team got Baron happened at minute 30.0.
54045,Event 48: Red team killed an enemy happened at minute 30.0.
54045,Event 49: Red team killed an enemy happened at minute 30.0.
54045,Event 50: Red team killed an enemy happened at minute 30.0.
54045,Event 51: Red team killed an enemy happened at minute 30.0.
54045,Event 52: Blue team killed an enemy happened at minute 30.0.
54045,Event 53: Red team killed an enemy happened at minute 30.0.
54045,Event 54: Red team destroyed the first mid tower happened at minute 31.0.
54045,Event 55: Red team destroyed the second bot tower happened at minute 32.0.
54045,Event 56: Red team destroyed the second mid tower happened at minute 33.0.
54045,Event 57: Red team destroyed the third mid tower happened at minute 33.0.
54045,Event 58: Red team destroyed the mid inhibitor happened at minute 33.0.
54045,Event 59: Red team destroyed the third bot tower happened at minute 33.0.
54045,Event 60: Red team killed an enemy happened at minute 34.0.
54045,Event 61: Blue team killed an enemy happened at minute 35.0.
54045,Event 62: Red team killed an enemy happened at minute 35.0.
54045,Event 63: Red team killed an enemy happened at minute 35.0.
54045,Event 64: Blue team killed an enemy happened at minute 35.0.
54045,Event 65: Blue team killed an enemy happened at minute 35.0.
54045,Event 66: Red team killed an enemy happened at minute 35.0.
54045,Event 67: Red team got dragon happened at minute 36.0.
54045,Event 68: Red team got Baron happened at minute 38.0.
54045,Event 69: Blue team killed an enemy happened at minute 38.0.
54045,Event 70: Blue team killed an enemy happened at minute 38.0.
54045,Event 71: Blue team destroyed the mid inhibitor happened at minute 38.0.
54045,Event 72: Red team destroyed the bot inhibitor happened at minute 39.0.
54045,Event 73: Blue team destroyed a Nexus tower happened at minute 39.0.
54045,Event 74: Blue team killed an enemy happened at minute 39.0.
54045,Event 75: Blue team killed an enemy happened at minute 39.0.
54045,Event 76: Red team destroyed a Nexus tower happened at minute 39.0.
54045,Event 77: Red team killed an enemy happened at minute 41.0.
54045,Event 78: Blue team got dragon happened at minute 41.0.
54045,Event 79: Red team killed an enemy happened at minute 42.0.
54045,Event 80: Red team killed an enemy happened at minute 42.0.
54045,Event 81: Blue team killed an enemy happened at minute 42.0.
54045,Event 82: Blue team killed an enemy happened at minute 42.0.
54045,Event 83: Blue team destroyed the second top tower happened at minute 42.0.
54045,Event 84: Red team killed an enemy happened at minute 42.0.
54045,Event 85: Blue team destroyed a Nexus tower happened at minute 42.0.
54045,Event 86: Red team destroyed the mid inhibitor happened at minute 45.0.
54045,Event 87: Red team got Baron happened at minute 45.0.
54045,Event 88: Blue team killed an enemy happened at minute 45.0.
54045,Event 89: Blue team killed an enemy happened at minute 46.0.
54045,Event 90: Blue team killed an enemy happened at minute 46.0.
54045,Event 91: Blue team destroyed the mid inhibitor happened at minute 46.0.
54045,Event 92: Blue team killed an enemy happened at minute 46.0.
54045,Event 93: Red team killed an enemy happened at minute 46.0.
54045,Event 94: Blue team killed an enemy happened at minute 46.0.
54045,Event 95: Blue team destroyed the Nexus happened at minute 46.0.
